Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
35,Travel_Rarely,3506,3,10518,Research & Development,6,1,Life Sciences,1,1291,3,Male,1,Research Scientist,Married,3,0,3,3,3,2,Yes,No
42,Travel_Rarely,2372,2,7116,Research & Development,7,4,Medical,1,1292,2,Female,2,Research Scientist,Married,3,0,2,3,1,0,Yes,No
43,Travel_Rarely,10231,4,30693,Sales,4,4,Marketing,1,1293,4,Female,3,Sales Executive,Single,3,0,3,4,21,15,No,No
36,Travel_Rarely,5410,2,16230,Research & Development,2,4,Life Sciences,1,1294,3,Female,2,Manufacturing Director,Single,3,0,2,3,16,5,Yes,No
44,Travel_Rarely,7978,4,23934,Research & Development,15,3,Medical,1,1295,1,Female,3,Healthcare Representative,Married,3,1,2,3,10,0,No,Yes
28,Travel_Frequently,3867,4,11601,Research & Development,2,3,Life Sciences,1,1296,4,Male,1,Laboratory Technician,Married,3,1,2,3,2,2,Yes,No
51,Travel_Frequently,2838,3,8514,Research & Development,6,2,Medical,1,1297,2,Female,1,Laboratory Technician,Single,3,0,6,2,7,7,No,No
30,Non-Travel,4695,3,14085,Research & Development,9,2,Medical,1,1298,3,Female,2,Manufacturing Director,Single,3,0,3,3,8,1,Yes,No
29,Travel_Rarely,3339,3,10017,Research & Development,7,3,Technical Degree,1,1299,2,Female,1,Laboratory Technician,Divorced,3,2,2,3,7,7,Yes,Yes
28,Travel_Rarely,2080,1,6240,Research & Development,1,3,Technical Degree,1,1301,4,Male,1,Research Scientist,Single,3,0,2,2,3,1,No,No
25,Travel_Rarely,2096,2,6288,Research & Development,1,3,Medical,1,1303,4,Female,1,Research Scientist,Single,3,0,3,2,2,2,No,No
32,Travel_Rarely,6209,4,18627,Sales,8,3,Medical,1,1304,3,Male,2,Sales Executive,Married,3,2,4,4,10,0,No,No
45,Travel_Frequently,18061,2,72244,Research & Development,25,3,Medical,1,1306,2,Female,5,Manager,Single,4,0,4,3,0,0,No,No
39,Travel_Rarely,17123,2,51369,Research & Development,13,4,Medical,1,1307,3,Female,4,Manager,Divorced,3,2,4,3,19,15,Yes,No
58,Travel_Rarely,2372,3,7116,Research & Development,23,4,Life Sciences,1,1308,1,Male,1,Research Scientist,Divorced,3,2,3,3,2,2,No,No
32,Travel_Rarely,4883,3,14649,Research & Development,7,2,Life Sciences,1,1309,4,Male,2,Laboratory Technician,Married,3,1,3,3,10,1,No,Yes
39,Travel_Rarely,3904,1,11712,Research & Development,23,3,Medical,1,1310,3,Male,1,Research Scientist,Single,3,0,2,3,5,0,No,Yes
30,Travel_Rarely,4627,4,13881,Research & Development,6,3,Technical Degree,1,1311,1,Female,2,Laboratory Technician,Married,3,1,6,3,9,6,No,No
36,Travel_Rarely,7094,3,21282,Research & Development,10,4,Technical Degree,1,1312,4,Female,3,Healthcare Representative,Married,3,0,0,3,7,1,No,No
46,Travel_Rarely,3423,1,10269,Human Resources,1,2,Life Sciences,1,1314,4,Female,1,Human Resources,Single,3,0,3,4,7,5,No,No
28,Non-Travel,6674,4,20022,Research & Development,1,3,Life Sciences,1,1315,3,Female,2,Laboratory Technician,Married,3,3,6,3,9,7,No,No
50,Travel_Rarely,16880,1,50640,Research & Development,28,3,Life Sciences,1,1317,4,Female,4,Research Director,Married,3,0,2,3,3,1,Yes,No
40,Travel_Rarely,9094,2,27282,Sales,25,4,Marketing,1,1318,4,Male,3,Sales Executive,Single,3,0,2,3,5,1,Yes,Yes
52,Travel_Rarely,8446,2,25338,Sales,5,3,Life Sciences,1,1319,2,Male,3,Sales Executive,Single,3,0,2,2,8,7,Yes,Yes
30,Travel_Rarely,11916,1,47664,Research & Development,17,4,Medical,1,1321,2,Female,3,Manager,Married,4,2,2,3,9,0,Yes,No
39,Travel_Rarely,4534,3,13602,Research & Development,18,2,Life Sciences,1,1322,1,Male,2,Manufacturing Director,Single,3,0,6,3,8,1,No,No
31,Non-Travel,9852,3,29556,Sales,2,4,Life Sciences,1,1324,4,Female,3,Sales Executive,Divorced,3,1,5,2,10,9,Yes,No
41,Non-Travel,6151,2,18453,Sales,10,2,Medical,1,1329,3,Male,2,Sales Executive,Single,3,0,4,3,19,11,No,No
31,Travel_Frequently,2302,2,6906,Sales,1,3,Life Sciences,1,1331,4,Female,1,Sales Representative,Single,3,0,2,4,3,2,Yes,Yes
44,Travel_Rarely,2362,1,7086,Research & Development,3,3,Life Sciences,1,1333,1,Male,1,Laboratory Technician,Married,3,0,4,4,3,1,No,Yes
42,Non-Travel,17861,3,53583,Research & Development,2,1,Life Sciences,1,1334,3,Male,4,Manager,Married,3,0,3,2,20,2,Yes,No
55,Travel_Rarely,19187,3,57561,Research & Development,2,2,Medical,1,1336,4,Female,5,Manager,Married,3,1,5,3,19,9,No,No
56,Travel_Rarely,19717,2,59151,Human Resources,8,4,Life Sciences,1,1338,4,Male,5,Manager,Single,3,0,4,3,7,7,No,No
40,Non-Travel,3544,3,10632,Research & Development,16,2,Life Sciences,1,1340,3,Male,1,Research Scientist,Divorced,3,1,0,3,4,0,No,No
34,Travel_Rarely,8500,4,25500,Research & Development,9,3,Life Sciences,1,1344,4,Male,3,Healthcare Representative,Divorced,3,1,0,2,9,1,No,No
40,Travel_Rarely,4661,4,13983,Research & Development,2,3,Life Sciences,1,1346,3,Male,2,Research Scientist,Single,3,0,4,3,9,8,No,No
41,Travel_Frequently,4103,1,12309,Sales,1,3,Marketing,1,1349,3,Female,2,Sales Executive,Divorced,3,1,2,3,9,1,No,No
35,Travel_Frequently,4249,3,12747,Research & Development,4,4,Life Sciences,1,1350,3,Male,2,Research Scientist,Single,3,0,3,3,9,1,Yes,No
51,Travel_Rarely,14026,2,42078,Human Resources,5,3,Life Sciences,1,1352,3,Male,4,Manager,Divorced,3,1,2,3,33,0,Yes,No
38,Travel_Rarely,6893,1,20679,Sales,2,2,Life Sciences,1,1355,2,Female,2,Sales Executive,Divorced,3,1,3,3,7,1,No,No
34,Travel_Rarely,6125,1,18375,Sales,15,2,Medical,1,1356,3,Female,2,Sales Executive,Single,3,0,6,4,10,9,No,No
25,Travel_Rarely,3669,4,11007,Research & Development,19,1,Medical,1,1358,4,Male,1,Laboratory Technician,Married,3,3,6,2,3,1,No,No
58,Travel_Rarely,10008,1,30024,Research & Development,7,4,Medical,1,1360,3,Female,3,Manufacturing Director,Married,3,0,0,2,10,5,Yes,Yes
40,Travel_Rarely,2387,2,9548,Research & Development,1,4,Life Sciences,1,1361,2,Male,1,Laboratory Technician,Married,4,1,3,3,4,0,No,No
36,Travel_Frequently,4639,1,13917,Sales,7,3,Marketing,1,1362,1,Female,2,Sales Executive,Married,3,1,2,2,15,6,No,No
48,Travel_Rarely,7898,4,23694,Research & Development,4,3,Life Sciences,1,1363,4,Male,3,Manufacturing Director,Single,3,0,2,3,10,0,No,No
27,Travel_Rarely,2534,4,7602,Sales,11,3,Medical,1,1364,3,Female,1,Sales Representative,Married,3,1,4,3,1,0,No,No
51,Travel_Rarely,13142,2,39426,Research & Development,11,2,Technical Degree,1,1367,4,Female,4,Manufacturing Director,Single,3,0,1,2,5,0,No,No
18,Non-Travel,1611,4,4833,Research & Development,1,3,Life Sciences,1,1368,4,Female,1,Laboratory Technician,Single,3,0,5,4,0,0,No,No
35,Travel_Rarely,5363,4,16089,Research & Development,1,3,Medical,1,1369,4,Female,2,Laboratory Technician,Married,3,1,0,3,9,0,No,No
27,Travel_Frequently,5071,4,20284,Sales,2,1,Life Sciences,1,1371,4,Male,2,Sales Executive,Single,4,0,3,3,6,0,No,No
55,Travel_Rarely,13695,3,41085,Sales,13,4,Marketing,1,1372,1,Male,4,Sales Executive,Single,3,0,2,2,19,3,Yes,Yes
56,Travel_Rarely,13402,2,40206,Research & Development,23,3,Life Sciences,1,1373,4,Male,4,Manufacturing Director,Married,3,1,0,3,19,15,Yes,No
34,Non-Travel,2029,3,8116,Research & Development,26,1,Technical Degree,1,1374,1,Female,1,Research Scientist,Divorced,4,3,2,3,5,0,No,No
40,Travel_Rarely,6377,3,25508,Research & Development,2,1,Medical,1,1375,2,Female,2,Healthcare Representative,Divorced,4,3,0,3,12,11,No,No
34,Travel_Rarely,5429,3,16287,Research & Development,29,3,Medical,1,1377,2,Male,2,Laboratory Technician,Married,3,2,1,3,8,7,No,No
31,Travel_Frequently,2785,4,8355,Sales,2,3,Life Sciences,1,1379,3,Female,1,Sales Representative,Single,3,0,3,4,1,0,No,Yes
35,Travel_Frequently,4614,3,13842,Sales,18,4,Marketing,1,1380,4,Female,2,Sales Executive,Married,3,1,0,2,4,3,Yes,Yes
38,Travel_Frequently,2610,3,7830,Research & Development,7,3,Life Sciences,1,1382,4,Male,1,Research Scientist,Divorced,3,3,2,3,4,0,No,No
34,Travel_Rarely,6687,4,20061,Research & Development,2,4,Technical Degree,1,1383,3,Female,2,Healthcare Representative,Single,3,0,2,4,14,4,No,No
28,Travel_Rarely,4724,1,14172,Sales,26,3,Life Sciences,1,1387,3,Male,2,Sales Executive,Married,3,1,0,3,5,0,No,No
31,Travel_Rarely,6179,3,18537,Research & Development,22,4,Medical,1,1389,4,Male,2,Manufacturing Director,Married,3,2,3,2,10,6,Yes,Yes
39,Travel_Rarely,6120,4,18360,Sales,21,4,Life Sciences,1,1390,1,Male,2,Sales Executive,Married,3,2,2,4,5,1,Yes,No
51,Travel_Frequently,10596,2,31788,Sales,2,3,Marketing,1,1391,2,Male,3,Sales Executive,Married,3,0,5,3,4,3,No,No
41,Travel_Frequently,5467,4,16401,Research & Development,22,3,Life Sciences,1,1392,4,Female,2,Research Scientist,Divorced,3,2,4,2,6,3,Yes,No
37,Travel_Rarely,2996,3,8988,Research & Development,4,1,Life Sciences,1,1394,3,Male,1,Research Scientist,Married,3,0,2,3,6,1,Yes,No
33,Travel_Frequently,9998,4,29994,Sales,5,1,Life Sciences,1,1395,2,Male,2,Sales Executive,Married,3,0,2,4,5,1,No,No
32,Travel_Rarely,4078,2,12234,Sales,2,1,Marketing,1,1396,3,Male,2,Sales Executive,Married,3,3,3,2,3,1,Yes,No
39,Non-Travel,10920,3,43680,Research & Development,25,2,Life Sciences,1,1397,3,Male,3,Healthcare Representative,Married,4,1,2,3,6,0,No,No
25,Travel_Rarely,6232,3,18696,Sales,18,1,Life Sciences,1,1399,1,Male,2,Sales Executive,Married,3,0,3,2,3,1,No,No
52,Travel_Frequently,13247,3,39741,Research & Development,28,2,Medical,1,1401,4,Female,4,Manufacturing Director,Married,3,1,3,2,5,0,Yes,No
43,Travel_Rarely,4081,3,12243,Research & Development,6,3,Medical,1,1402,1,Female,2,Research Scientist,Single,3,0,3,1,20,1,Yes,No
27,Travel_Rarely,5769,4,17307,Sales,10,3,Marketing,1,1403,4,Female,2,Sales Executive,Married,3,0,3,3,6,4,Yes,No
27,Travel_Rarely,2394,3,7182,Research & Development,17,4,Life Sciences,1,1405,4,Female,1,Research Scientist,Single,3,0,2,3,8,7,Yes,Yes
26,Travel_Rarely,3904,4,11712,Research & Development,2,1,Medical,1,1407,1,Male,1,Research Scientist,Single,3,0,2,3,4,1,No,No
42,Travel_Rarely,16799,1,50397,Human Resources,10,3,Human Resources,1,1408,3,Female,4,Manager,Married,3,1,5,3,20,0,No,No
52,Travel_Rarely,2950,1,8850,Research & Development,8,4,Other,1,1409,3,Female,1,Laboratory Technician,Married,3,0,2,1,5,0,No,No
37,Travel_Rarely,3629,3,10887,Research & Development,11,3,Medical,1,1411,1,Female,1,Laboratory Technician,Single,3,0,6,3,3,0,No,No
35,Travel_Frequently,9362,4,28086,Research & Development,18,2,Life Sciences,1,1412,3,Male,3,Manufacturing Director,Single,3,0,2,3,2,2,No,No
25,Travel_Rarely,3229,4,9687,Research & Development,1,3,Technical Degree,1,1415,1,Male,1,Laboratory Technician,Married,3,1,2,2,3,0,No,No
26,Travel_Rarely,3578,1,10734,Research & Development,7,3,Other,1,1417,3,Male,1,Laboratory Technician,Single,3,0,2,3,7,0,No,No
29,Travel_Rarely,7988,1,23964,Human Resources,17,3,Other,1,1419,2,Male,3,Human Resources,Single,3,0,3,2,10,0,No,No
49,Travel_Frequently,4284,1,17136,Research & Development,28,2,Life Sciences,1,1420,1,Male,2,Laboratory Technician,Single,4,0,2,3,4,1,No,Yes
29,Travel_Frequently,7553,4,22659,Research & Development,14,1,Other,1,1421,3,Female,3,Healthcare Representative,Single,3,0,1,3,8,7,Yes,Yes
54,Travel_Rarely,17328,4,51984,Research & Development,1,3,Medical,1,1422,4,Female,4,Research Director,Single,3,0,3,2,20,12,No,No
58,Travel_Rarely,19701,1,78804,Research & Development,1,3,Medical,1,1423,4,Female,5,Research Director,Married,4,1,3,3,9,1,Yes,No
55,Travel_Rarely,14732,4,44196,Research & Development,1,4,Medical,1,1424,2,Male,4,Research Director,Divorced,3,2,4,4,7,0,No,No
36,Travel_Rarely,9278,2,27834,Sales,3,4,Marketing,1,1425,1,Female,2,Sales Executive,Single,3,0,3,3,5,0,Yes,No
31,Travel_Frequently,1359,3,4077,Sales,1,4,Life Sciences,1,1427,2,Female,1,Sales Representative,Single,3,0,3,3,1,0,No,Yes
30,Travel_Rarely,4779,1,14337,Sales,7,4,Marketing,1,1428,4,Female,2,Sales Executive,Divorced,3,2,3,3,3,0,No,No
31,Travel_Rarely,16422,2,49266,Research & Development,8,5,Life Sciences,1,1430,1,Female,4,Research Director,Single,3,0,3,4,3,1,No,No
34,Travel_Frequently,2996,1,8988,Research & Development,1,4,Other,1,1431,4,Male,1,Research Scientist,Divorced,3,2,2,3,4,1,No,No
31,Travel_Rarely,1261,2,3783,Research & Development,8,3,Life Sciences,1,1433,1,Female,1,Research Scientist,Single,3,0,3,4,1,0,No,Yes
27,Travel_Rarely,2099,1,6297,Research & Development,11,1,Life Sciences,1,1434,2,Male,1,Laboratory Technician,Married,3,0,3,4,5,1,No,No
36,Travel_Rarely,5810,4,17430,Research & Development,4,4,Life Sciences,1,1435,1,Male,2,Laboratory Technician,Single,3,0,2,2,10,1,No,No
36,Travel_Rarely,5647,1,16941,Sales,16,4,Marketing,1,1436,3,Female,2,Sales Executive,Married,3,2,3,2,3,0,No,No
47,Travel_Rarely,3420,4,10260,Research & Development,1,3,Technical Degree,1,1438,1,Male,1,Research Scientist,Married,3,1,2,2,6,1,No,No
25,Travel_Rarely,4400,1,13200,Sales,9,2,Life Sciences,1,1439,1,Male,1,Sales Representative,Married,3,0,2,3,3,2,No,Yes
37,Non-Travel,3500,3,10500,Research & Development,5,2,Technical Degree,1,1440,3,Male,1,Laboratory Technician,Single,3,0,2,1,6,1,No,No
56,Travel_Rarely,2066,1,8264,Research & Development,1,2,Life Sciences,1,1441,1,Female,1,Research Scientist,Married,4,1,3,4,3,1,No,No
47,Travel_Rarely,17169,3,51507,Research & Development,2,4,Medical,1,1443,1,Female,4,Research Director,Married,3,2,2,4,20,5,No,No
24,Travel_Rarely,4162,3,12486,Sales,4,1,Medical,1,1445,4,Female,2,Sales Executive,Married,3,2,3,3,5,0,Yes,No
32,Travel_Rarely,9204,4,27612,Sales,7,5,Marketing,1,1446,4,Male,2,Sales Executive,Married,3,1,3,2,4,0,No,No
34,Travel_Rarely,3294,2,9882,Research & Development,1,3,Life Sciences,1,1447,4,Female,1,Laboratory Technician,Married,3,1,2,2,5,0,No,No
41,Travel_Rarely,2127,3,6381,Research & Development,5,5,Medical,1,1448,2,Male,1,Research Scientist,Married,3,0,5,2,4,0,Yes,No
40,Non-Travel,3975,3,11925,Research & Development,9,4,Other,1,1449,3,Male,2,Laboratory Technician,Divorced,3,2,2,4,8,0,No,No
31,Travel_Rarely,10793,4,32379,Sales,8,2,Life Sciences,1,1453,1,Male,3,Sales Executive,Divorced,3,1,5,3,13,9,No,No
46,Travel_Rarely,10096,4,30288,Sales,9,3,Marketing,1,1457,1,Male,3,Sales Executive,Divorced,3,1,1,4,7,4,No,Yes
39,Non-Travel,3646,1,14584,Research & Development,2,3,Life Sciences,1,1458,1,Female,1,Laboratory Technician,Single,4,0,2,4,1,0,Yes,Yes
31,Travel_Frequently,7446,2,22338,Research & Development,1,5,Life Sciences,1,1459,3,Female,3,Manufacturing Director,Single,3,0,2,3,10,4,No,Yes
45,Travel_Rarely,10851,1,32553,Research & Development,20,3,Medical,1,1460,2,Male,3,Healthcare Representative,Divorced,3,1,2,3,7,0,Yes,No
31,Travel_Rarely,2109,2,6327,Human Resources,8,2,Medical,1,1461,4,Female,1,Human Resources,Single,3,0,3,3,3,0,No,No
31,Travel_Frequently,3722,4,11166,Research & Development,2,3,Life Sciences,1,1464,2,Male,1,Laboratory Technician,Married,3,1,2,1,2,2,Yes,Yes
45,Travel_Rarely,9380,4,28140,Research & Development,29,3,Technical Degree,1,1465,2,Male,3,Manufacturing Director,Married,3,2,4,4,3,1,Yes,No
48,Travel_Rarely,5486,1,16458,Sales,7,3,Marketing,1,1466,3,Male,2,Sales Executive,Divorced,3,3,3,3,2,2,No,No
34,Travel_Rarely,2742,3,8226,Human Resources,9,4,Technical Degree,1,1467,1,Female,1,Human Resources,Married,3,0,0,3,2,2,No,Yes
40,Non-Travel,13757,2,41271,Research & Development,8,1,Medical,1,1468,4,Male,3,Research Director,Divorced,3,1,5,3,9,4,No,No
28,Travel_Rarely,8463,1,25389,Sales,5,3,Medical,1,1469,4,Male,2,Sales Executive,Single,3,0,4,3,5,1,No,No
44,Non-Travel,3162,3,9486,Research & Development,5,3,Life Sciences,1,1471,3,Male,1,Laboratory Technician,Single,3,0,5,3,5,0,No,No
53,Travel_Rarely,16598,2,49794,Research & Development,2,3,Medical,1,1472,4,Male,4,Research Director,Single,3,0,2,2,9,8,No,No
49,Travel_Rarely,6651,3,19953,Research & Development,5,4,Technical Degree,1,1473,1,Male,2,Healthcare Representative,Married,3,1,0,2,3,1,No,No
40,Travel_Rarely,2345,3,7035,Research & Development,2,3,Medical,1,1474,3,Male,1,Research Scientist,Divorced,3,1,3,4,3,1,No,No
44,Travel_Rarely,3420,2,10260,Research & Development,20,3,Life Sciences,1,1475,4,Male,1,Research Scientist,Single,3,0,3,2,5,1,No,No
33,Travel_Frequently,4373,1,13119,Sales,7,3,Medical,1,1477,4,Male,2,Sales Executive,Married,3,2,2,3,4,0,No,No
34,Travel_Rarely,4759,1,14277,Sales,3,3,Other,1,1478,4,Male,2,Sales Executive,Single,3,0,2,3,13,3,No,No
30,Travel_Rarely,5301,3,15903,Sales,16,1,Life Sciences,1,1479,4,Male,2,Sales Executive,Married,3,2,2,2,2,2,No,No
42,Travel_Frequently,3673,4,11019,Research & Development,9,2,Medical,1,1480,1,Female,1,Laboratory Technician,Single,3,0,3,3,12,5,No,No
44,Travel_Frequently,4768,3,14304,Sales,1,5,Marketing,1,1481,1,Female,2,Sales Executive,Married,3,1,4,2,1,0,No,No
30,Non-Travel,1274,3,3822,Research & Development,7,3,Technical Degree,1,1482,3,Male,1,Research Scientist,Divorced,3,2,2,2,1,0,No,No
57,Travel_Rarely,4900,3,19600,Research & Development,1,2,Life Sciences,1,1483,2,Male,2,Research Scientist,Married,4,1,2,2,12,2,No,No
49,Travel_Rarely,10466,2,31398,Research & Development,7,4,Life Sciences,1,1484,3,Male,3,Healthcare Representative,Divorced,3,2,3,3,8,0,No,No
34,Travel_Frequently,17007,1,51021,Research & Development,15,3,Medical,1,1485,2,Male,4,Research Director,Divorced,3,2,3,2,14,6,No,No
28,Travel_Frequently,2909,3,8727,Sales,1,3,Technical Degree,1,1486,1,Male,1,Sales Representative,Married,3,1,3,4,3,1,No,Yes
29,Travel_Frequently,5765,2,17295,Sales,13,3,Technical Degree,1,1487,1,Female,2,Sales Executive,Single,3,0,4,1,5,0,No,Yes
34,Travel_Rarely,4599,2,18396,Sales,24,4,Medical,1,1489,1,Female,2,Sales Executive,Single,4,0,2,4,15,10,Yes,Yes
35,Travel_Rarely,2404,3,7212,Sales,7,1,Life Sciences,1,1492,4,Male,1,Sales Representative,Married,3,1,3,3,1,0,No,No
24,Travel_Frequently,3172,1,9516,Research & Development,9,3,Medical,1,1494,2,Male,1,Laboratory Technician,Single,3,0,2,2,0,0,Yes,Yes
24,Non-Travel,2033,2,6099,Sales,13,2,Life Sciences,1,1495,4,Female,1,Sales Representative,Married,3,1,2,3,1,0,No,No
44,Travel_Frequently,10209,3,30627,Research & Development,2,1,Medical,1,1496,2,Male,3,Manufacturing Director,Single,3,0,2,2,2,2,Yes,No
29,Travel_Rarely,8620,3,25860,Sales,19,3,Life Sciences,1,1497,3,Male,2,Sales Executive,Divorced,3,2,3,3,10,0,No,No
30,Travel_Rarely,2064,3,8256,Human Resources,1,3,Life Sciences,1,1499,3,Male,1,Human Resources,Divorced,4,1,3,4,5,1,No,No
55,Travel_Rarely,4035,3,12105,Research & Development,4,4,Life Sciences,1,1501,4,Male,2,Healthcare Representative,Married,3,0,2,3,3,1,Yes,No
33,Travel_Rarely,3838,2,11514,Research & Development,4,4,Medical,1,1502,1,Female,1,Laboratory Technician,Married,3,0,5,3,5,0,No,No
47,Travel_Rarely,4591,3,13773,Sales,14,3,Medical,1,1503,3,Female,2,Sales Executive,Married,3,1,4,2,5,1,Yes,No
28,Travel_Frequently,2561,1,7683,Research & Development,2,2,Medical,1,1504,3,Male,1,Laboratory Technician,Single,3,0,2,2,0,0,No,Yes
28,Travel_Rarely,1563,3,4689,Research & Development,1,3,Life Sciences,1,1506,1,Male,1,Research Scientist,Divorced,3,1,2,1,1,0,No,No
28,Travel_Frequently,4898,1,14694,Sales,7,3,Life Sciences,1,1507,3,Male,2,Sales Executive,Single,3,0,5,3,4,1,No,No
49,Travel_Rarely,4789,1,19156,Research & Development,3,2,Medical,1,1509,3,Female,2,Laboratory Technician,Married,4,1,3,3,3,1,No,No
29,Travel_Frequently,3180,2,9540,Research & Development,2,1,Life Sciences,1,1513,4,Female,1,Laboratory Technician,Married,3,3,3,3,3,0,No,No
28,Travel_Rarely,6549,2,19647,Research & Development,29,1,Life Sciences,1,1514,3,Male,2,Manufacturing Director,Married,3,2,2,2,8,1,No,No
33,Travel_Rarely,6388,3,19164,Research & Development,8,5,Life Sciences,1,1515,4,Male,2,Healthcare Representative,Single,3,0,6,3,0,0,Yes,No
32,Travel_Rarely,11244,4,44976,Research & Development,10,3,Medical,1,1516,3,Male,3,Manager,Single,4,0,5,4,5,0,No,No
54,Travel_Frequently,16032,4,64128,Research & Development,11,4,Medical,1,1520,2,Female,4,Manager,Divorced,4,1,2,3,14,1,No,No
29,Travel_Rarely,2362,1,7086,Research & Development,1,4,Technical Degree,1,1522,1,Male,1,Research Scientist,Single,3,0,2,1,9,0,No,Yes
44,Travel_Rarely,16328,1,48984,Research & Development,28,3,Life Sciences,1,1523,4,Male,4,Research Director,Married,3,1,1,4,20,14,No,No
39,Travel_Rarely,8376,2,25128,Research & Development,6,3,Life Sciences,1,1525,2,Female,3,Manufacturing Director,Single,3,0,3,3,2,2,No,No
46,Travel_Rarely,16606,2,49818,Sales,3,3,Life Sciences,1,1527,3,Female,4,Manager,Married,3,1,2,4,13,5,No,No
35,Travel_Rarely,8606,2,25818,Research & Development,16,3,Life Sciences,1,1529,4,Female,3,Healthcare Representative,Single,3,0,3,1,11,3,No,No
23,Travel_Rarely,2272,3,6816,Research & Development,20,1,Life Sciences,1,1533,1,Male,2,Laboratory Technician,Single,3,0,2,3,4,1,No,No
40,Travel_Rarely,2018,1,6054,Research & Development,9,4,Life Sciences,1,1534,4,Male,1,Laboratory Technician,Single,3,0,3,1,5,1,No,Yes
34,Travel_Rarely,7083,3,21249,Sales,1,3,Technical Degree,1,1535,4,Male,3,Sales Executive,Married,3,0,3,3,10,8,Yes,No
31,Travel_Frequently,4084,3,12252,Research & Development,3,3,Life Sciences,1,1537,4,Female,1,Research Scientist,Single,3,0,2,1,7,7,No,Yes
50,Travel_Frequently,14411,4,43233,Research & Development,22,5,Medical,1,1539,3,Male,4,Research Director,Single,3,0,2,3,32,13,Yes,No
34,Travel_Rarely,2308,3,9232,Sales,7,2,Technical Degree,1,1541,2,Male,1,Sales Representative,Married,4,1,4,3,11,5,Yes,No
42,Travel_Rarely,4841,2,14523,Research & Development,2,3,Medical,1,1542,3,Male,1,Laboratory Technician,Married,3,1,3,3,1,0,No,No
